word,x,y
crowded,-1.4830234,0.47493115
crowds,-2.0969765,0.49169722
crown,1.1792471,3.2015254
crucial,1.6545488,-0.46164408
cruciatus,0.77764475,-0.92428094
crucio,0.43621215,1.0262991
crude,-1.0800546,-3.2648592
cruel,0.9745462,0.62274545
cruelty,0.61842734,-1.1230938
crumble,4.029813,0.6398847
crumbling,1.5271446,-3.0391448
crumpet,3.3053617,0.3345648
crumpled,-0.49420625,1.468527
crumplehorned,-0.81143105,-2.176385
crunch,-2.521544,1.0393621
crunched,-1.9563016,2.9445193
crunching,-3.4063988,0.14774224
crush,-1.6893134,1.4761522
crushed,0.695217,0.51811683
crushing,-0.91329974,1.5143703
cry,1.7472011,3.8387527
crying,0.15587595,-0.087191
crystal,0.14742391,3.5097756
crystalized,-2.0138264,2.150916
cubicle,-2.2713227,0.6114043
cubicles,-1.4010652,-3.8720376
cuff,-4.6053076,-0.41405156
cuffs,-3.7887986,1.0572742
culprit,3.7859895,-2.5734906
cunning,2.7711387,-2.0177183
cup,-0.9304915,-1.2389488
cupboard,-1.740339,0.959001
cups,0.55016005,-3.233452
cure,0.5323457,-0.928035
cured,-0.5025644,-0.6898355
curfew,0.4519532,-2.3712766
curiosity,1.0311351,-0.80593383
curious,1.5071487,1.0553911
curiously,0.42159685,1.3358026
curl,1.8326811,0.6099825
curled,-0.25697246,1.6205028
curling,0.9796653,2.1535327
curls,0.49113357,2.0522323
curly,-0.0014669806,2.7603683
curlyhaired,2.5824788,-0.25937235
current,3.4306183,-1.7629849
currently,1.746396,-3.6357691
curse,0.5999073,-0.3242299
cursed,-1.7193149,-0.8587461
curses,0.32859156,-0.14972721
cursing,-1.0979459,1.2226048
curt,1.4882942,1.4950038
curtain,-2.0173576,1.6819725
curtained,-2.2803993,2.1475105
curtains,-1.8081193,2.197527
curtly,-0.40306532,-3.9819298
curved,-0.49151424,2.901825
cushion,-1.6718898,2.482436
cushions,0.8143147,-2.7363684
custard,1.432036,0.7835316
customers,-0.78765434,-1.7817938
cut,0.12233139,1.1638855
cute,-0.81089216,-1.4487475
cutlery,-2.4975278,2.2825718
cuts,-3.845437,-0.30791262
cutting,-1.1082946,-0.31760046
dabbed,0.7724996,2.691486
dabbing,-0.088968456,4.134814
dad,0.17867808,-0.78477067
daddy,-2.784,-0.7872831
dagger,1.3124801,1.6468334
daggers,2.4895709,-3.409509
daily,1.989511,-2.1248403
dais,-1.2520212,1.3571056
damage,0.40553012,-0.6186719
damaged,3.239191,-0.0068809125
damn,0.15178496,-1.1143485
damp,-1.5810821,2.7725515
dance,-1.5491534,0.65888584
danced,-3.8680215,-1.2443004
dancing,-0.538828,2.3880763
danger,0.47414196,-0.48258385
dangerous,1.4179927,-1.2871163
dangerously,-0.020847484,0.813098
dangers,2.6668434,-1.9806342
dangled,-2.688089,1.1100515
dangling,-1.7193627,2.6464524
dank,-1.8106616,3.0326576
dare,1.2889588,-0.06953889
dared,1.277777,-0.62385863
daresay,3.3644943,-1.8071927
daring,-2.3529873,0.22493298
dark,0.61718243,-0.3605459
darkened,3.6884658,1.4190601
darkening,-2.4180703,1.7923199
darker,-1.8414308,1.1465288
darkest,4.1717186,-0.07055781
darkhaired,1.3100415,1.4212682
darkly,0.29851216,-2.184427
darkness,-1.0888095,1.3604434
darling,-2.153775,-1.7017086
dart,-0.06426218,2.460415
darted,-0.92166907,1.2594346
darting,-0.22594152,1.0071664
dashboard,-2.921788,-0.41841897
dashed,-1.7674247,0.9285677
dashing,-2.333368,0.6255711
date,-0.038161147,-1.2308625
dates,2.6154528,-2.7289283
daughter,-0.68911374,-0.21864264
davies,-0.7019803,-1.4675721
dawlish,1.0096285,0.8354042
dawn,-0.52618855,-0.49654347
dawned,-1.0471121,-0.8309641
dawning,1.6506394,1.3075764
day,-0.22416036,-0.7492579
daybreak,-1.140501,-1.8746259
daylight,-1.2076657,3.056429
days,-0.099783406,-0.83602893
dazed,-0.39220822,-2.8596916
dazzled,-1.6539365,2.7661963
dazzling,-0.05360051,3.2087157
dead,0.1987975,0.24307431
deadly,-1.8540146,-0.30372915
deaf,1.1396651,-3.0571787
deafening,2.7713315,0.82625234
deal,1.4714484,-0.9190783
dealing,1.558226,0.99068403
dealt,2.0257258,1.01341
dean,-0.9370265,-0.29078352
dear,0.14021008,-0.28391716
dearest,-0.19337963,-2.1654537
dears,-0.70035946,0.033675816
death,0.5207392,-0.11178701
deathday,-0.7587742,-1.4540274
deathly,3.0851707,-0.96056855
deaths,0.7836639,-0.38524806
deathstick,2.3700888,-1.1041592
debating,-2.8854785,-2.9973338
debris,-0.940033,2.3882427
december,-0.83946335,-1.7653981
decent,0.04788201,-0.9402986
decide,0.68650764,-1.2856927
decided,-0.12336553,-1.2068462
deciding,0.90549386,-0.7104036
decision,0.6553856,-0.31452915
decisions,0.6087397,0.5222949
deck,-4.185434,-0.2838899
declare,1.0363117,-0.49755138
decorated,-3.0541124,2.081885
decorations,-1.0092984,-3.4165847
decoy,-1.362173,0.8148954
decree,1.0387226,-1.040334
dedalus,-2.5147939,-3.1684005
deduced,1.9405485,0.5313361
deep,0.07769957,1.4059845
deepened,0.49904084,2.5198498
deeper,-0.09844629,0.84604883
deepest,3.51845,-1.1620035
deeply,0.5718552,0.71172476
defeat,3.236028,0.28492445
defeated,-1.9099027,-1.4479952
defend,0.5615929,-1.0178794
defending,-1.6051757,-0.4668803
defense,0.72095567,-2.2523632
defenses,1.3695053,-1.2064548
defensive,1.4896281,-1.9038451
defensively,0.23572464,0.18772961
defiance,1.2933831,2.3508034
defiant,2.517833,1.7719182
defiantly,0.089406766,0.6811318
defined,2.359,1.8762453
definite,-0.26216918,-0.5884599
definitely,-0.5959557,-1.8373994
deflect,1.0137961,-1.0164326
deflected,1.907922,0.5662033
degrees,-1.647699,-0.9344416
delacour,-4.0336123,-1.4464476
delacours,-1.8034801,3.030547
delay,0.16577765,-4.7884455
delayed,-0.41447806,-1.3543066
deliberate,-1.5022389,3.6716967
deliberately,0.8317284,0.91586083
deliberation,0.097807676,0.63803697
delicate,1.873301,0.5667623
delicately,1.450121,0.8751914
delicious,3.1658182,2.607095
delight,1.5619695,0.73705655
delighted,0.9311161,-3.2395253
delightedly,-3.6525958,-2.4754229
deliver,1.3734207,-1.8430508
delivered,-1.5752385,-2.1611328
delivering,-1.5332743,-2.3605168
delivery,-0.40337938,-0.9453818
deluminator,-0.9875754,-0.89248115
demand,0.38214466,3.5993884
demanded,-1.1641732,-1.8703254
demanding,1.8140744,2.6889272
demelza,2.9649339,-1.1520392
demented,0.14424175,2.520202
dementor,-0.28810912,0.38369817
dementors,0.28056532,0.050765194
demolished,2.6045542,-1.5521224
demonstrate,-0.23559839,-1.7488376
demonstrated,0.56479144,-3.3884196
demonstrating,-0.90740895,-3.381755
denied,3.8380523,-0.76126343
dennis,-2.859658,1.2603039
dense,-2.3630638,2.4719543
deny,0.9593868,-0.42288977
denying,3.1791465,0.14155668
depart,-1.098921,-1.3777725
departed,-1.4823712,-0.31644133
department,2.1677976,-1.0540694
departure,-0.52696085,-0.6262656
depending,-0.017471496,-1.3508425
depends,-1.4616491,-0.8844256
deposited,0.1608608,3.3647144
depressed,-1.2179047,1.190644
depressing,2.7817483,-1.1459101
depths,0.43898696,2.7259994
deputy,-3.096608,-3.1208491
derisive,-2.262711,0.6600836
derrick,-2.3545787,-0.41552582
dervish,-4.8310328,-0.9606299
descend,-2.243209,1.3925283
descendants,1.040564,-1.2171586
descended,-1.491459,0.96437305
descending,-1.8801402,0.7279475
descent,3.024458,1.5083848
describe,2.4426513,-2.600169
described,-3.0376906,-0.88096434
describing,-1.3044766,-1.3916627
description,-3.624026,-2.514321
deserted,-1.6482873,0.6031338
deserve,-0.22207937,-1.6675197
deserved,-0.18995038,-0.961261
deserves,-0.14060429,-1.9885805
desire,1.2369423,-0.06288295
desired,2.1509132,-1.2209195
desk,-0.7069982,1.6199085
desks,-1.4062804,1.1570445
desktop,1.4585229,3.7938178
despair,0.8980194,-0.5681786
desperate,0.52090925,-0.4689422
desperately,1.3064302,0.22212833
desperation,0.38023338,-1.8245643
despised,2.658511,-3.1206646
despite,0.5631366,-0.06890768
destination,3.099429,2.823119
destiny,1.7538005,1.1197978
destroy,0.673437,-0.16268039
destroyed,3.0725112,-0.6503941
destroying,1.9077841,-0.91119653
destruction,-4.503859,-0.33545226
detached,-3.2880986,1.540662
detail,1.1424162,0.1743332
detailed,-1.1459767,-0.6241604
details,1.7914269,2.7801106
detect,1.6406281,-0.06495258
detected,0.3842367,-1.9046926
detection,1.2444917,0.18087128
detention,-0.70060414,-1.4506595
detentions,-0.8599547,-1.6047599
determination,2.0718186,-1.1175483
determined,1.3629485,-0.28554085
determinedly,1.8096375,-0.44835404
detour,3.4019744,-2.275376
devastated,3.3776433,2.0978935
develop,1.8823066,-1.1913443
developed,2.7994144,-3.279897
developing,-1.0768466,-1.7399129
devil,1.0860529,-4.658811
devoted,0.9139192,-2.097711
devotion,3.154077,2.6570194
diadem,-1.5435036,-0.95340043
diagon,-3.3485804,-2.43139
dial,-3.4296591,-1.166582
diary,1.7679197,-0.5676799
diddy,1.1102866,-0.19725917
didn,0.31469828,-2.3745012
die,0.76454264,-0.6943423
died,0.82945174,-0.46777093
dies,-0.34437695,1.6334231
diet,-0.8809734,-1.1635301
difference,-0.8020401,-3.9403455
differences,2.6921852,-1.1591157
different,-0.21583419,-0.08446042
differently,-0.26706016,-3.7152588
difficult,1.0566988,-0.46759337
difficulty,2.198885,2.0709357
diffindo,1.1758714,4.330597
diffrent,0.37392935,-2.554535
dig,-0.014102372,3.8746185
digging,-3.0538187,3.3192046
diggle,-2.6255562,-3.2641947
diggory,0.16922785,0.6275926
digital,-2.1978102,-4.1360765
dignified,0.109354556,-4.7852154
dignity,-2.3931992,-3.1375482
dilys,0.9711489,3.2234201
dim,-3.8552089,1.1078098
diminished,0.009238941,0.9580506
dimitrov,-4.101872,-1.6644181
dimly,-2.7771313,3.8945115
din,-2.7493937,-0.7136744
dingy,-2.7579048,1.723853
dining,-1.7001294,-0.559607
dinner,-0.8772351,-1.377066
dipped,-0.018520392,2.140246
dippet,3.1398325,-0.88629
dipping,-0.6899801,3.076569
direct,-0.8280685,-4.419002
directed,3.5742981,2.5812898
direction,-2.7136686,-0.89195
directions,-1.1087476,0.52449405
directly,0.27078098,1.8954625
dirk,1.2490395,-0.788435
dirt,0.61000687,-3.8919086
dirty,-3.322546,1.4998538
disagree,1.6646072,-0.018744573
disapparate,-1.303499,-0.18210535
disapparated,-3.8618271,-0.84858805
disapparating,-0.8762069,-4.4108305
disappear,-0.9435868,0.5437871
disappearance,1.4246104,-1.8988957
disappearances,2.2762754,-2.2856705
disappeared,-0.9142111,0.23474197
disappearing,-1.4872668,-1.3470634
disappointed,1.7863947,1.0557547
disappointment,1.753633,1.0757664
disapproval,1.9785744,2.0522587
disapproving,1.0141479,-2.7282822
disarm,-3.8864064,0.5468691
disarmed,0.49636912,3.3932486
disarming,-0.5478596,-2.4643614
disastrous,-0.5488494,-3.874479
disbelief,-2.2779982,-2.94595
disbelieving,-3.2380884,-3.2236
discarded,-3.8492699,-1.6581793
disciplinary,3.0156522,-3.298769
discomfort,0.61988497,-3.940242
disconcerted,-1.1435822,-3.9383233
discouraged,1.0213902,-0.26731473
discover,-2.0320957,-0.9379967
discovered,1.0907017,-0.3462331
discoveries,-0.33478796,-2.7240708
discovering,1.9713786,-0.5872561
discovery,2.7662551,0.20530045
discuss,2.576799,-0.6575151
discussed,2.7796319,-0.067729004
discussing,-0.17660828,-0.19140632
discussion,-1.1558553,0.3259087
disdainful,0.9655326,1.2020307
disembodied,2.712867,3.5508213
disgruntled,-2.8584874,-0.96974975
disguise,-1.6575384,-1.5142753
disguised,-0.8587334,-0.40886828
disguises,-1.1870726,-1.3098252
disgust,0.4131003,0.5665749
disgusted,-2.6733093,3.9699993
disgusting,0.0969758,-0.009517769
dish,-1.3559631,0.83854926
dishes,-1.4627529,1.6005768
disheveled,-1.2821846,-0.8423463
disillusionment,-1.1434828,0.39636776
dislike,0.3425926,-0.026085902
disliked,0.65527344,-2.5403438
dislodged,1.928194,0.38228863
dismissal,-1.0612394,1.3267292
dismissed,2.3613153,1.5906848
dismissively,0.76961935,-3.9584806
disoriented,-0.33889315,3.0441744
display,0.8172064,-4.049935
displaying,3.5870106,1.4027468
displeased,-1.0537603,-1.6683567
displeasure,3.7158568,2.630086
disposal,1.6317067,-1.3969256
dispose,2.331348,-0.07032256
disposed,1.71782,0.83151996
dissolved,-1.4232867,-0.31447917
dissolving,1.1671584,2.835002
distance,-1.798873,0.41942546
distant,-0.86602193,0.8345543
distantly,-1.5282044,-3.7143354
distaste,1.1442523,1.2976375
distinct,1.364812,0.12017112
distinctive,2.1141198,-1.692388
distinctly,1.2479608,2.320802
distinguish,-2.6036248,2.9234715
distorted,0.7004861,1.9188697
distract,3.8859437,0.8843254
distracted,0.17933993,0.27114916
distractedly,-0.07923974,0.12592365
distracting,-2.875512,0.3629906
distraction,1.6653314,2.09576
distressed,-1.3809446,-2.1908393
disturb,3.1250484,-3.3900452
disturbance,2.81157,-2.272253
disturbed,1.4443008,-0.97987986
disturbing,1.2493516,0.074057154
dittany,-0.995711,4.646649
dive,-0.8190229,1.5831248
dived,-0.9439756,0.46746024
diversion,-1.6796048,-1.6068712
divide,1.7254947,-0.27629077
divided,2.398677,-3.9410071
dividing,3.397789,0.111772574
divination,1.6249362,-3.5634487
diving,-3.6362786,0.93007815
dizzy,-0.88127035,-2.1011815
dobby,0.36333346,0.10657931
dodged,-1.9030577,2.3028574
dodges,-2.4692874,-0.9579011
dodging,-4.3278437,0.25711837
dodgy,-0.1218885,-3.9316926
doe,-3.2319825,-0.7103831
doesn,0.015207819,-3.3843784
dog,-2.0427492,1.5102409
doge,1.7793403,-0.45750946
dogs,3.1623998,-3.4193795
doin,-0.15772283,-3.1647608
doing,0.115792856,-0.4383381
dolohov,1.1553667,0.85438675
dolores,0.6376083,-0.17814007
domed,-1.4215491,2.7366939
don,-0.0020492831,-3.2917557
done,0.30365807,-0.43441918
door,-1.1627367,0.9363092
doorbell,3.7788408,1.9139159
doorknob,-0.36683023,2.0349355
doormat,-3.160953,-0.26532596
doors,-1.803984,1.1880378
doorstep,-0.79492664,-0.72336155
doorway,-1.6712135,1.2877188
doorways,-1.7846634,0.31676513
dora,1.5875963,-1.6585916
dormitories,-3.1194394,0.6209226
dormitory,-2.7785583,0.68446493
dose,1.9205892,2.053281
dot,-2.0358639,-1.8241295
dots,0.29296094,3.7445056
dotted,-2.8823972,2.967569
double,1.9569476,3.1125834
doubled,-2.2283947,-0.50706905
doubt,1.2173333,-0.3811268
doubted,0.49703974,-0.5785351
doubtfully,-2.690972,-1.8115292
doubts,-0.82490915,-1.5367223
downfall,1.4240937,-0.047516916
downpour,-2.12185,-0.7118347
downright,1.0259244,-2.7243748
downstairs,-2.854489,-0.11883835
downward,-0.31516522,4.6429505
doxies,-3.2245176,0.5012137
doxy,1.6592515,1.002201
dozed,1.3135569,0.024551941
dozen,-1.430762,0.22629906
dozing,-2.0223284,3.1238844
draco,0.5914744,0.19075847
draft,0.52949136,3.8588083
drag,1.1444579,0.15397501
dragged,-0.69925773,1.5245141
dragging,-1.058823,0.7139352
dragon,-0.48996478,-0.5628559
dragons,1.7805197,-2.6778653
drain,-2.0165944,-3.799781
drained,0.22992665,1.1936507
draining,0.25693426,4.1010985
dramatic,2.1364777,0.793043
dramatically,0.004116425,-3.1635444
drank,2.6477146,2.1261353
draped,-1.0411123,2.025169
draught,-1.8477687,0.19433685
draw,0.42303073,1.9146712
drawer,-2.0769336,1.4777184
drawers,-1.0402646,1.9779267
drawing,-1.0319186,1.2828594
drawled,-1.6087084,-1.0093983
drawling,1.0728152,0.4264962
drawn,-0.29766336,1.5263952
drawnout,-0.6391336,-2.7087066
dread,-0.678389,2.1487436
dreaded,-0.61172336,-2.1324995
dreadful,0.95874983,-1.5634023
dreading,-0.9342986,-0.9679355
dream,0.59750336,-1.1557677
dreamed,0.3180242,-0.6798562
dreamily,1.4421673,0.7704245
dreaming,-1.4208969,-0.67973024
dreams,0.03318085,-0.8267083
dreamy,-1.7422426,4.114215
dregs,-1.3713981,-1.5855106
drenched,-0.52145386,2.288224
dress,-1.1432686,2.8089406
dressed,-1.2199894,1.2301514
dresser,-1.9088795,3.8679962
dressing,-0.8654947,4.6358905
drew,0.0322253,1.8442408
dried,3.0924911,1.2086985
drift,0.2296138,-3.5289266
drifted,-2.0477896,-0.07435482
drifting,-2.1613722,1.0389775
drills,-0.9581513,-1.5240643
drink,0.17424539,-0.5041683
drinker,1.4219918,-1.5135674
drinking,0.09866308,0.29508045
drinks,0.59854776,-1.9820111
drip,0.25385967,2.6736724
dripped,3.3156526,-3.26168
dripping,0.06654282,1.8203044
drive,3.7246723,-1.7141011
driven,0.09458671,0.23846196
driver,-4.029283,2.0452836
driving,-1.1011722,-0.620682
drooble,-0.93353605,1.6989328
drooling,-0.06796454,1.1216679
drooped,-0.009026636,1.1650265
drooping,2.5148084,0.49997324
drop,-0.11441338,-0.39305893
dropped,-0.51799375,1.007967
dropping,-0.3653442,0.35453635
droppings,-4.049131,1.1585134
drops,-0.63466245,2.0404093
drove,-0.41241124,0.6132778
drown,3.3811836,-0.82876235
drowned,-0.198466,0.41569027
drowning,0.9655786,-3.574323
drowsy,1.7573518,1.0137888
drunk,1.5810479,1.1664457
dry,0.29677647,4.3625374
dryly,0.49217358,0.06610887
duck,1.072793,-1.5307649
ducked,-3.43852,0.89608645
ducking,2.2142909,1.7465216
dudders,-3.7037575,1.9857937
dudley,-0.8096553,-0.12002771
due,2.4129057,0.1173849
duel,0.76886576,-0.66966254
dueled,1.6401038,-0.8341039
duelers,-1.9342043,0.8771908
dueling,2.0661888,-2.6530383
duels,0.52445287,-1.4969534
dug,2.0972877,1.8504219
dull,-0.17399018,1.1210208
dully,-0.8045776,-2.8715773
dumb,1.4334971,-1.7342039
dumbledore,0.6379863,-0.10433019
dumbledored,0.021030737,-2.1863174
dumbledores,3.8969543,-1.0530071
dumbstruck,-3.0353699,1.9191062
dummy,0.5007899,3.5473475
dumped,-0.62693393,-1.7293642
dung,0.8905276,-0.34988987
dungbomb,-1.0571688,0.7705018
dungbombs,-3.1185641,1.1642159
dungeon,1.3175662,3.2240558
dungeons,-1.5153544,0.41478887
dunno,-0.5016123,-2.1009398
during,-0.29443157,-1.1255945
durmstrang,-1.577355,-0.39941576
dursley,-2.6494823,-0.0599287
dursleys,-0.46245816,-0.48210323
dusk,-0.24476206,-2.5831683
dust,-0.93920064,2.7409775
dustbins,-2.6103883,-0.1400996
dusty,-0.67168593,2.039473
duties,-0.5731177,-1.6796505
duty,-0.048725937,-0.88472754
dwarf,-1.6123385,0.21736537
dwarfs,1.317673,1.9118465
dwell,-1.4738176,-1.6077969
dwelling,2.2307038,-1.0707072
dyeh,0.1933178,-2.9153519
dying,1.9630196,0.037875284
dyou,-0.12075052,-0.6096781
each,-0.3732528,0.29107758
eager,1.6203812,-1.0793171
eagerly,-0.047516547,0.16128537
eagle,-2.624071,1.3941213
ear,0.50059855,0.89022785
eardrums,1.691069,0.33460328
earlier,-0.717212,-1.4962091
early,-0.7185113,-1.2133182
earmuffs,0.8041305,-4.071486
earn,-3.5488527,2.37742
earned,-3.772339,-0.4051566
earnest,2.777475,1.2898624
earnestly,-0.56702155,-2.6468127
earrings,-0.40780023,-2.826921
ears,-0.3868895,1.0174918
earshot,-1.2160721,0.16671859
earsplitting,1.1645194,1.6593426
earth,-2.0093222,3.554517
earthy,-2.1874228,1.1836754
ease,0.5518032,1.3876191
easier,0.055237185,-0.9416273
easily,0.23682465,0.044241212
east,-2.8942268,-0.0123170605
easter,-0.66196275,-1.6494117
easy,0.81199276,-0.61400867
eat,-0.8945146,-1.5036852
eaten,-0.50921017,-0.6576159
eater,0.32723653,0.24583255
eaters,0.39023256,-0.14513142
eating,-0.9620554,-0.23478141
eavesdrop,1.0838633,-1.2665435
eavesdropping,2.1998963,0.78065985
ebbing,1.563718,3.3885787
eccentric,2.4253972,-0.15903945
echoed,-1.5823429,0.55982673
echoes,0.1419935,-1.2733088
echoing,-1.216461,0.6350107
edge,-2.8709354,1.8017845
edgecombe,-0.39804476,-4.14309
edged,-3.019269,1.3811774
edges,-1.4275194,0.9255744
edging,-0.85152256,1.0916842
edition,2.1108205,-2.4719336
editor,2.2119758,-2.3350937
education,0.58096254,-2.8113146
educational,2.6652315,-0.19088002
eerie,-0.33963308,1.168057
eerily,-0.7098997,4.3445024
eet,-4.107488,-1.5336696
eez,-0.910749,-1.0954976
effect,0.3742543,0.15000543
effective,0.57992834,-3.262351
effectively,-2.9004495,-0.8997541
effects,1.6306641,-1.6832176
effort,-0.29530048,0.95595765
efforts,0.36389905,0.6237735
egg,1.0778689,2.0053885
eggs,-0.20543702,-0.2182156
egypt,-0.8122421,-0.3057869
eight,-0.27445948,4.3990574
eighteen,3.1962588,-2.513377
eighty,-1.6753445,-1.3719803
eileen,2.973807,-2.3962815
either,-0.074209936,0.059983037
elaborate,4.01606,1.0757931
elated,1.7485275,1.4263254
elbow,-0.8050169,1.230134
elbowed,0.6485677,0.7790035
elbows,-1.0856123,2.280558
elder,2.8366375,0.2292475
elderly,2.1157925,3.4815528
eldest,3.2872248,1.2588584
electric,2.7761762,0.92102647
electronic,1.7621428,-0.8283455
elephant,-2.7515128,0.050917517
eleven,-0.5129893,-0.6796534
elf,0.43985128,0.2313788
elixir,2.781895,-0.20566975
eloise,-0.8076153,-5.0330124
elongated,-2.268403,2.3938477
elphias,0.05588206,4.48981
else,0.07876191,-0.19844815
elsewhere,-0.678266,-3.41664
elves,0.51608074,-0.38601425
embarrassed,3.67747,-0.76879925
embarrassing,-0.43528622,-3.2018468
embarrassment,2.052941,1.2722008
emblazoned,-0.7847199,2.8118238
embrace,4.4156804,-0.7231955
embroidered,-0.4211718,2.368429
emerald,-0.6872852,3.120853
emeraldgreen,-0.67786384,3.2492447
emerge,1.3468233,2.9748333
emerged,-1.564703,1.0612558
emergency,1.4572951,-1.3275717
emerging,-1.7324355,1.8619018
emitted,-0.9957165,3.5560308
emitting,1.0913227,3.9592688
emmeline,-4.4630284,1.6408094
emotion,1.2011473,0.44449627
emotions,-4.09395,-2.1715782
employ,1.6712389,-1.3435893
emptied,-1.8743511,-0.759559
empty,-0.946632,1.1849988
emptying,2.518975,-0.24663922
enable,3.199987,0.9324348
enchanted,-2.144006,-1.0515634
enchantment,0.86135316,3.0178616
enchantments,0.63918585,-0.9739413
enclosed,2.1331909,-0.25594595
enclosure,-1.8944471,0.7855138
encounter,2.068699,-0.14016658
encountered,3.4038618,-2.3844635
encouraged,1.4754572,-0.5064755
encouragement,0.8571038,4.348319
encouraging,-3.1902714,-0.66044974
encouragingly,0.72619665,3.6380324
end,-0.9327414,0.33355442
ended,-1.2016355,-0.89684063
ending,-2.597379,1.3810123
endless,-1.3848526,4.276356
endlessly,0.09059883,1.0640316
endofterm,0.6355745,-3.8045826
endofyear,-1.0001588,-2.2667792
ends,0.21314746,0.63409394
endure,-1.1387824,-0.88985157
endured,-1.0522128,-2.149956
enemies,1.015274,-0.3401748
enemy,1.9270778,1.9182911
energy,-3.9207747,-0.65238357
enforcement,1.344715,2.725393
engine,-4.0150175,-0.06710552
england,0.7246321,-2.232814
english,1.1782513,-4.0905766
engraved,-1.1001445,3.7508066
engulfed,0.0060595036,2.8966854
enjoy,-0.28904966,-0.7272958
enjoyable,-0.7652124,-1.5470811
enjoyed,0.6958152,-4.167812
enjoying,-0.54481834,-0.9571178
enjoyment,1.3275111,2.7709877
enjoys,0.04656249,-0.7564521
enmity,-1.8641098,-1.3326193
enormous,-0.9087709,2.0361679
enormously,3.588561,-2.3555944
enough,0.2677976,-0.410276
enraged,-2.3182447,-0.47881272
enslaved,-2.7487702,-1.8075227
ensure,0.45247886,-0.49158704
ensured,-1.2423942,-2.428433
ensuring,1.5102277,-1.7703506
ent,3.1576197,-3.2651834
enter,1.9736282,0.38741654
entered,-0.66594,0.34319708
entering,-0.8516151,-1.1691577
entertaining,3.6786885,1.9233723
entertainment,1.4419703,1.1863385
enthusiasm,0.7811597,-3.5024824
enthusiastic,-1.8691976,-3.1743872
enthusiastically,3.4613175,2.1681461
entire,1.937893,1.5972883
entirely,0.7340645,-0.1602314
entitled,2.083658,-2.5822008
entrance,-1.4488178,0.71060264
entrances,-1.5853353,-1.1230514
entry,2.2549438,-1.8615761
entwined,-2.7433212,3.6088746
envelope,-0.39006227,2.2654848
envelopes,-2.8009517,-0.30908424
equal,2.8706686,0.41927862
equally,0.7993397,1.4914491
equipment,-0.025548602,-1.7392957
ere,1.9965911,-0.26542974
erised,-1.0154314,-1.1904297
erm,0.96869636,-2.1077492
ermione,1.1548699,1.1275375
ern,-0.77632797,0.0524931
ernie,-2.5385106,-2.1564045
errol,-0.47440687,0.90887535
erumpent,-2.1662204,-2.808057
erupt,-0.5605364,2.5695457
erupted,-2.0344987,0.029871808
escalator,-2.4053638,1.3849257
escape,0.37587142,-0.53633696
escaped,1.2538,-0.87419915
escaping,0.84968317,0.08823149
escort,2.4489639,-0.29074746
escorted,-0.7818319,-2.7966115
especially,0.5451145,-0.86885476
essay,-0.4253483,0.29523057
essays,-0.76271355,-2.92012
essence,-0.40133232,1.8997406
essential,3.2437093,-1.7927318
etc,-2.31447,-4.2345896
etched,0.6850589,1.2759234
euan,-0.9420904,0.9511277
euphoria,1.3181745,-3.7812576
evade,-2.2827895,-2.030983
evans,1.1161484,-0.23259088
evaporated,-1.3640021,4.4531946
evasively,2.6479228,-0.86444664
eve,-1.5484776,-2.2371597
evening,-0.40404963,-1.254766
evenings,-0.05721937,-1.747518
event,0.9020654,-1.8230823
events,-0.6354369,-1.2223603
eventually,1.2670792,0.47875956
ever,0.49963027,-0.42855406
everard,3.3624883,2.139392
everlasting,2.1781352,2.0268915
everybody,-0.3155205,0.07258903
everyone,-0.12859812,-0.34999236
everythin,0.18105473,-2.1810796
everywhere,0.15305634,-0.046708725
evidence,1.5873307,-1.352646
evidently,0.8394273,-0.068294846
evil,-0.3347765,-1.1346849
evryone,0.04430844,-2.6284428
exact,-4.088844,0.72463423
exactly,0.50279224,-0.16600414
exam,-0.7247537,-0.9709842
examination,0.77912414,-2.921337
examinations,1.1533641,-3.026678
examine,-0.69794756,1.1151003
examined,1.7332376,2.2897282
examiner,0.40618786,-3.1873348
examining,-1.6914887,4.4559994
example,0.14886801,-1.7021099
exams,-0.6606067,-1.5471506
exasperated,2.1930587,0.70502883
exasperatedly,-1.870421,-1.176118
exasperation,-0.49515596,-0.834123
exceeds,0.15972611,-4.4646707
excellent,-0.03282479,-0.49896201
except,0.20026778,0.20139752
exceptional,3.1773317,-3.4128332
exceptionally,1.9672494,-2.6866698
excess,1.3835158,-2.506705
exchange,1.3690046,-0.58229226
exchanged,-1.6333779,-2.6173682
exchanging,-0.39415452,-3.4048703
excited,-0.1344877,-0.34752905
excitedly,-2.5695527,-0.4077729
excitement,-3.2046027,-1.5776848
exciting,1.1343658,1.0217961
exclaimed,-1.1821196,-3.134094
exclusive,-1.8086478,-2.0085192
exclusively,2.3643374,-2.214031
excuse,0.2875172,-0.8071626
excuses,2.2211158,3.3047323
execution,2.3070526,-2.310598
executioner,-1.3040282,-3.6790845
exercise,1.4680477,-1.9971509
exhaust,-0.7154843,3.8220487
exhausted,-0.75656897,0.54384017
exhaustion,-4.129927,-0.95442635
exist,0.25013396,-0.9755221
existed,-0.9500769,2.804437
existence,1.4433484,-0.25757483
exists,2.7230759,-2.6217978
exit,-3.0063763,-0.98996735
expanded,-2.9691684,2.8747222
expect,0.18341823,-1.0099982
